Mode,OBJECTID,STOP_ID,STOP_NAME,LATITUDE,LONGITUDE,TICKETZONE,ROUTES_USING_STOP,SHAPE,SE_ANNO_CAD_DATA
BUS,406,10656,Driscolls Rd/Stenson Rd (Kealba),-37.7383,144.828,2,421,POINT (-37.73826999 144.82802412),
BUS,407,10657,Harefield Cres/Driscolls Rd (Kealba),-37.7369,144.8273,2,421,POINT (-37.73693304 144.82733688),
BUS,408,10658,Leavesdon Ave/Driscolls Rd (Kealba),-37.7349,144.8256,2,421,POINT (-37.73488203 144.82559304),
BUS,409,10659,Valewood Dr/Driscolls Rd (Kealba),-37.7317,144.8229,2,421,POINT (-37.73168802 144.82291788),
BUS,410,1066,Crevelli St/Tyler St (Preston),-37.7327,145.0291,"1,2",567,POINT (-37.73267604 145.02907404),
BUS,411,10660,Green Gully Rd/Driscolls Rd (Kealba),-37.7283,144.8208,2,421,POINT (-37.72832301 144.82079316),
BUS,412,10661,Hedgeley Rd/Green Gully Rd (Kealba),-37.7288,144.8179,2,421,POINT (-37.728765 144.81789804),
BUS,413,10662,Sunshine Ave/Taylors Rd (St Albans),-37.7295,144.8131,2,421,POINT (-37.72950399 144.81305388),
BUS,414,10663,Oslo Way/Taylors Rd (Keilor Downs),-37.7291,144.8095,2,"421,418",POINT (-37.72912203 144.80946792),
BUS,415,10668,Carbine Way/Taylors Rd (Keilor Downs),-37.7279,144.7983,2,"421,418",POINT (-37.72792296 144.79831692),
BUS,416,10669,Theodore St/Taylors Rd (Keilor Downs),-37.728,144.8005,2,"421,418",POINT (-37.72801701 144.80047008),
BUS,417,1067,Burkitt Ct/Tyler St (Preston),-37.7329,145.031,"1,2",567,POINT (-37.73287899 145.03100904),
BUS,418,10670,Keilor Central SC/Taylors Rd (Keilor Downs),-37.7273,144.806,2,"421,418",POINT (-37.72732797 144.806049),
BUS,419,10673,Carbine Way/Goodwood Dr (Keilor Downs),-37.7258,144.7955,2,421,POINT (-37.72578897 144.79548696),
BUS,420,10674,Goodwood Dr/Belmont Ave (Keilor Downs),-37.7242,144.7963,2,421,POINT (-37.72423602 144.79630416),
BUS,421,10675,Thornhill Dr/Belmont Ave (Keilor Downs),-37.7236,144.7996,2,421,POINT (-37.72362204 144.79960104),
BUS,422,10676,Belmont Ave/Copernicus Way (Keilor Downs),-37.7212,144.8007,2,421,POINT (-37.72116504 144.80074008),
BUS,423,10677,Lancia Dr/Copernicus Way (Keilor Downs),-37.7197,144.7985,2,421,POINT (-37.71971703 144.79849188),
BUS,424,10678,Goodwood Dr/Copernicus Way (Keilor Downs),-37.7192,144.795,2,421,POINT (-37.71915597 144.79500312),
BUS,425,10679,Roseberry Ave/Copernicus Way (Keilor Downs),-37.7178,144.7918,2,421,POINT (-37.71779904 144.79184412),
BUS,426,1068,Seston St/Tyler St (Reservoir),-37.7331,145.0333,"1,2",567,POINT (-37.73313396 145.03332816),
BUS,427,10680,Darebin Ave/Copernicus Way (Keilor Downs),-37.7151,144.7897,2,421,POINT (-37.71506502 144.78972408),
BUS,428,10681,Lady Nelson Way/Copernicus Way (Keilor Downs),-37.7127,144.7895,2,421,POINT (-37.712664 144.78954588),
BUS,429,10682,Lady Nelson Way/Chichester Dr (Taylors Lakes),-37.7117,144.7932,2,421,POINT (-37.71172404 144.793215),
BUS,430,10683,Cocoparra Cres/Chichester Dr (Taylors Lakes),-37.7096,144.794,2,421,POINT (-37.70960301 144.79402716),
BUS,431,10684,Reed Cres/Bond Dr (Taylors Lakes),-37.7037,144.7849,2,419,POINT (-37.703727 144.78485508),
BUS,432,10685,Booth Way/Bond Dr (Taylors Lakes),-37.702,144.7817,2,419,POINT (-37.70204598 144.78174108),
BUS,433,10687,Ross Smith Ave/Nepean Hwy (Frankston),-38.1416,145.1215,2,"780,788,779",POINT (-38.14158204 145.12150908),
BUS,434,10688,O'Grady Ave/Nepean Hwy (Frankston),-38.1379,145.1234,2,"780,779",POINT (-38.13786297 145.12336092),
BUS,435,10689,Mereweather Ave/Nepean Hwy (Frankston),-38.1344,145.1242,2,"780,779",POINT (-38.13438897 145.12419216),
BUS,436,1069,Sullivan Memorial Park/Seston St (Reservoir),-37.7319,145.0338,"1,2",567,POINT (-37.73187198 145.03380408),
BUS,437,10690,Allawah Ave/Nepean Hwy (Frankston),-38.133,145.1244,2,"780,779",POINT (-38.13302196 145.12438584),
BUS,438,10691,Nepean Hwy/Overton Rd (Frankston),-38.1295,145.1254,2,"780,779",POINT (-38.12947902 145.12541292),
BUS,439,10692,Kananook Ave/Boonong Ave (Seaford),-38.1257,145.1268,2,"780,779",POINT (-38.12568102 145.126845),
BUS,440,10693,Fortescue Ave/Boonong Ave (Seaford),-38.1258,145.128,2,779,POINT (-38.12583501 145.12804992),
BUS,441,10694,Kananook PS/Boonong Ave (Seaford),-38.1261,145.1308,2,779,POINT (-38.12614902 145.13075712),
BUS,442,10696,Kananook Station/Wells Rd (Seaford),-38.1212,145.1351,2,"779,832,901,778",POINT (-38.12120703 145.13511492),
BUS,443,10697,VicRoads/Hartnett Dr (Seaford),-38.1178,145.1406,2,"779,778",POINT (-38.11784301 145.14059592),
BUS,444,10698,Peninsula Bvd/Hartnett Dr (Seaford),-38.1149,145.1411,2,"779,778",POINT (-38.11489497 145.14107004),
BUS,445,10699,Heversham Dr/Hartnett Dr (Seaford),-38.1121,145.1419,2,"779,778",POINT (-38.11207797 145.14187104),
BUS,446,107,Roseland Gr/St Elmo Rd (Ivanhoe),-37.7606,145.0466,1,548,POINT (-37.76064201 145.04655096),
BUS,447,1070,Clingin St/Seston St (Reservoir),-37.7292,145.0343,"1,2",567,POINT (-37.72915902 145.03431816),
BUS,448,10701,Boonong Ave/Fortescue Ave (Seaford),-38.1255,145.1278,2,780,POINT (-38.12551596 145.12782996),
BUS,449,10702,Buna Ave/Fortescue Ave (Seaford),-38.1233,145.1282,2,780,POINT (-38.12331501 145.12822812),
BUS,450,10703,McCulloch Ave/Fortescue Ave (Seaford),-38.1211,145.1285,2,780,POINT (-38.121075 145.12851396),
BUS,451,10704,Milne Ave/Fortescue Ave (Seaford),-38.1183,145.1291,2,780,POINT (-38.11830003 145.12910904),
BUS,452,10705,Moresby Ave/Fortescue Ave (Seaford),-38.1164,145.1295,2,780,POINT (-38.11639599 145.12951116),
BUS,453,10706,Bardia Ave/Fortescue Ave (Seaford),-38.1138,145.1301,2,780,POINT (-38.11376502 145.13007996),
BUS,454,10707,Seaford Rd/Fortescue Ave (Seaford),-38.111,145.1302,2,780,POINT (-38.11099104 145.13018508),
BUS,455,10708,Johnstone St/Railway Pde (Seaford),-38.1093,145.1298,2,780,POINT (-38.10933603 145.12981716),
BUS,456,10709,Seaford Station/Railway Pde (Seaford),-38.1043,145.1287,2,780,POINT (-38.10428901 145.12866804),
BUS,457,1071,Caddy Ct/Clingin St (Reservoir),-37.7288,145.0325,"1,2",567,POINT (-37.72874997 145.03250196),
BUS,458,10710,Seaford North Reserve/Railway Pde (Seaford),-38.1003,145.1285,2,780,POINT (-38.100303 145.12849596),
BUS,459,10711,Selsey St/Railway Pde (Seaford),-38.0963,145.1285,2,780,POINT (-38.09634804 145.12850604),
BUS,591,10843,Hughes Pde/Mahoneys Rd (Reservoir),-37.6928,144.9902,2,"902,558",POINT (-37.69284402 144.99016308),
BUS,592,10844,Lawson Cres/Mahoneys Rd (Reservoir),-37.6924,144.9858,2,"902,558",POINT (-37.69239897 144.98578584),
BUS,593,10845,Lockton Ave/Mahoneys Rd (Reservoir),-37.6921,144.9827,2,"902,558",POINT (-37.69209396 144.98269884),
BUS,594,10846,Sheargold Ct/Mahoneys Rd (Reservoir),-37.6916,144.978,2,902,POINT (-37.69162704 144.97805016),
BUS,595,10847,Phillip St/Mahoneys Rd (Reservoir),-37.6914,144.9755,2,902,POINT (-37.69136703 144.97547184),
BUS,596,10848,Janice Ct/Mahoneys Rd (Campbellfield),-37.6902,144.9633,2,902,POINT (-37.69022799 144.96325488),
BUS,597,10849,Campbellfield Plaza/Mahoneys Rd (Campbellfield),-37.6899,144.9598,2,902,POINT (-37.68986196 144.95980608),
BUS,598,1085,Buckmaster Dr/Redleap Ave (Mill Park),-37.6651,145.0656,2,564,POINT (-37.66513104 145.06557516),
BUS,599,10850,Concord Cct/Oakwood Rd (Albanvale),-37.7508,144.7687,2,424,POINT (-37.750815 144.76873104),
BUS,600,10851,Woodland Dr/Oakwood Rd (Albanvale),-37.7463,144.77,2,424,POINT (-37.746315 144.770013),
BUS,601,10852,Kardinia Dr/Oakwood Rd (Albanvale),-37.7445,144.7703,2,424,POINT (-37.74450996 144.770328),
BUS,602,10854,Delamare Dr/Evergreen Ave (Albanvale),-37.7434,144.7652,2,424,POINT (-37.74339504 144.76522104),
BUS,603,10855,Wintersun Dr/Evergreen Ave (Albanvale),-37.7446,144.7633,2,424,POINT (-37.74461202 144.76333392),
BUS,604,10856,Stephen Calleja Reserve/Opie Rd (Albanvale),-37.744,144.7617,2,424,POINT (-37.74404898 144.76171716),
BUS,605,10857,Main Rd West/Opie Rd (Albanvale),-37.7419,144.7632,2,424,POINT (-37.741887 144.763155),
BUS,606,10858,Opie Rd/Main Rd West (Albanvale),-37.7404,144.7649,2,424,POINT (-37.74042504 144.76494708),
BUS,607,10859,Entally Dr/Main Rd West (Albanvale),-37.7406,144.7667,2,424,POINT (-37.74061098 144.76667688),
BUS,608,1086,Mill Park Stables SC/Redleap Ave (Mill Park),-37.6677,145.0631,2,564,POINT (-37.66765896 145.06309512),
BUS,609,10861,Copperfield College/Gillespie Rd (Kings Park),-37.7333,144.7717,2,425,POINT (-37.73332503 144.77166216),
BUS,610,10862,Maplewood Rd/Gillespie Rd (Kings Park),-37.7337,144.7752,2,425,POINT (-37.733706 144.77515704),
BUS,611,10863,Beverley St/Gillespie Rd (St Albans),-37.7342,144.7794,2,425,POINT (-37.73417301 144.77937516),
BUS,612,10864,Kings Rd/Gillespie Rd (St Albans),-37.7344,144.7817,2,425,POINT (-37.73437101 144.78172884),
BUS,613,10865,Glenrosa Ct/Gillespie Rd (St Albans),-37.7347,144.7851,2,425,POINT (-37.734705 144.785124),
BUS,614,10866,Atheldene Dr/Gillespie Rd (St Albans),-37.735,144.7888,2,425,POINT (-37.73503602 144.78884712),
BUS,615,10867,Andrew Rd/Jamieson St (St Albans),-37.7361,144.7886,2,425,POINT (-37.73610396 144.78859908),
BUS,616,10868,John St/Jamieson St (St Albans),-37.7389,144.7869,2,425,POINT (-37.73894697 144.78693696),
BUS,617,10869,Shirley St/James St (St Albans),-37.7396,144.7887,2,425,POINT (-37.739646 144.78865308),
BUS,618,10870,James St/Emily St (St Albans),-37.7404,144.7924,2,425,POINT (-37.74039201 144.79236396),
BUS,619,10871,Elizabeth St/Emily St (St Albans),-37.7427,144.7919,2,425,POINT (-37.74274398 144.79186284),
BUS,620,10872,Scott Ave/Main Rd West (St Albans),-37.7437,144.7947,2,"425,424",POINT (-37.74372399 144.79467084),
BUS,621,10873,Tintern Gr/Bernard St (Cheltenham),-37.9528,145.0593,2,"812,821,811",POINT (-37.95282297 145.059282),
BUS,622,10874,Parnell St/Bernard St (Cheltenham),-37.9532,145.0623,2,"812,821,811",POINT (-37.953234 145.06234416),
BUS,623,10875,Christensen St/Bernard St (Cheltenham),-37.9536,145.0648,2,"812,821,811",POINT (-37.95355296 145.06477092),
BUS,624,10876,Cheltenham Sec Col/Bernard St (Cheltenham),-37.954,145.068,2,"811,812,821,631",POINT (-37.95396696 145.06801488),
BUS,625,10877,Dissik St/Bernard St (Cheltenham),-37.9544,145.0713,2,"811,812,821,631",POINT (-37.95438996 145.07130492),
BUS,626,10878,Kingston Centre/Bernard St (Cheltenham),-37.9546,145.076,2,"821,631",POINT (-37.954602 145.07596512),
BUS,627,10879,Kingston Centre/Kingston Rd (Heatherton),-37.9533,145.078,2,"821,631",POINT (-37.95326604 145.07800308),
BUS,628,1088,Childs Rd/Betula Ave (Mill Park),-37.6687,145.0603,2,"564,382",POINT (-37.66870404 145.06032384),
BUS,629,10880,Byng Ave/Kingston Rd (Heatherton),-37.9536,145.0809,2,"821,631",POINT (-37.95360102 145.08088488),
BUS,630,10881,Ball Rd/Kingston Rd (Heatherton),-37.9539,145.0839,2,"821,631",POINT (-37.95392997 145.08390384),
BUS,631,10882,Kingston Heath Golf Club/Kingston Rd (Heatherton),-37.9543,145.087,2,"821,631",POINT (-37.954296 145.08702504),
BUS,632,10883,Kingston Rd (Heatherton),-37.9547,145.0904,2,"821,631",POINT (-37.95471198 145.09043892),
BUS,633,10884,Pietro Rd/Kingston Rd (Heatherton),-37.9552,145.0946,2,"821,631",POINT (-37.95522003 145.09455804),
BUS,634,10885,Old Dandenong Rd/Kingston Rd (Heatherton),-37.9558,145.0994,2,"821,631",POINT (-37.95579297 145.09935684),
BUS,635,10887,Peace Rd/Kingston Rd (Clarinda),-37.9568,145.1075,2,821,POINT (-37.956807 145.10745792),
BUS,636,10888,Heatherton Christian College/Kingston Rd (Clarinda),-37.9574,145.1121,2,821,POINT (-37.95738597 145.11206412),
BUS,637,10889,Kingston Rd/Clayton Rd (Clarinda),-37.9567,145.1135,2,"821,705",POINT (-37.95674202 145.11349188),
BUS,638,10890,Ryans Rd/Clayton Rd (Clarinda),-37.9511,145.1146,2,"821,705",POINT (-37.95111 145.114614),
BUS,639,10891,Tully Rd/Clayton Rd (Clarinda),-37.9473,145.1154,2,"821,705",POINT (-37.94727402 145.11539484),
BUS,640,10892,Bodley St/Clayton Rd (Clarinda),-37.9446,145.1159,2,"821,705",POINT (-37.94464998 145.11587184),
BUS,641,10893,Wellington Rd/Blackburn Rd (Clayton),-37.9178,145.14,2,631,POINT (-37.91782701 145.13997888),
BUS,642,10895,Princes Hwy/Blackburn Rd (Clayton),-37.9206,145.1395,2,631,POINT (-37.92060396 145.13946588),
BUS,643,109,Yarra Bend Park/Studley Park Rd (Kew),-37.8012,145.0063,1,"207,200",POINT (-37.80118899 145.00632204),
BUS,644,10900,Centre Rd/Springs Rd (Clayton South),-37.9281,145.1099,2,631,POINT (-37.92808899 145.10985516),
BUS,645,10901,Bond St/Springs Rd (Clayton South),-37.9302,145.1093,2,631,POINT (-37.93020696 145.10930112),
BUS,646,10902,Namatjira Park/Springs Rd (Clayton South),-37.9333,145.1087,2,631,POINT (-37.93325301 145.10871108),
BUS,647,10903,St Andrews PS/Bunney Rd (Clarinda),-37.9346,145.1082,2,631,POINT (-37.93461399 145.10820888),
BUS,648,10906,Wilson St/Argus St (Cheltenham),-37.9585,145.0607,2,631,POINT (-37.95847902 145.060749),
BUS,649,10907,Rosewarne Ave/Argus St (Cheltenham),-37.9588,145.0634,2,631,POINT (-37.95881103 145.06335792),
BUS,650,1000,Dole Ave/Cheddar Rd (Reservoir),-37.7008,145.019,2,556,POINT (-37.700775 145.01895084),
BUS,651,10001,Rex St/Taylors Rd (Kings Park),-37.727,144.7762,2,418,POINT (-37.72697499 144.77615208),
BUS,652,10002,Yuille St/Centenary Ave (Melton),-37.6762,144.5958,2,458,POINT (-37.67616 144.59578884),
BUS,653,10009,Gum Rd/Main Rd West (Albanvale),-37.7415,144.7759,2,424,POINT (-37.74149703 144.775899),
BUS,654,1001,Lloyd Ave/Cheddar Rd (Reservoir),-37.6992,145.0197,2,556,POINT (-37.69918299 145.01968488),
BUS,655,10010,Kings Rd/Main Rd West (St Albans),-37.7419,144.7801,2,424,POINT (-37.74194604 144.78008508),
BUS,1,1036,High St/Mitchell St (Northcote),-37.7721,144.9987,1,567,POINT (-37.77208704 144.99871416),
BUS,2,10360,Woodland Dr/Oakwood Rd (Albanvale),-37.746,144.7699,2,424,POINT (-37.74604302 144.76991904),
BUS,3,10361,Evergreen Ave/Oakwood Rd (Albanvale),-37.7442,144.7702,2,424,POINT (-37.74420999 144.77018904),
BUS,4,10362,Leckie Dr/Evergreen Ave (Albanvale),-37.7438,144.7683,2,424,POINT (-37.74375999 144.76833),
BUS,5,10363,Delamare Dr/Evergreen Ave (Albanvale),-37.7436,144.7654,2,424,POINT (-37.743552 144.76543092),
BUS,6,10364,Wintersun Dr/Evergreen Ave (Albanvale),-37.745,144.7633,2,424,POINT (-37.74498003 144.76328892),
BUS,7,10365,Stephen Calleja Reserve/Opie Rd (Albanvale),-37.7438,144.7618,2,424,POINT (-37.74375396 144.76181688),
BUS,8,10366,Main Rd West/Opie Rd (Albanvale),-37.7418,144.763,2,424,POINT (-37.74183003 144.76303188),
BUS,9,10367,Opie Rd/Main Rd West (Albanvale),-37.7403,144.7651,2,424,POINT (-37.74030102 144.76506408),
BUS,10,10368,Balnarring Dr/Main Rd West (Albanvale),-37.7405,144.7667,2,424,POINT (-37.74047499 144.76667004),
BUS,11,1037,High St/Bastings St (Northcote),-37.7739,144.9984,1,567,POINT (-37.77385797 144.99844992),
BUS,12,10372,Maplewood Rd/Gillespie Rd (Kings Park),-37.7336,144.7753,2,425,POINT (-37.73361897 144.77531796),
BUS,13,10373,Beverley St/Gillespie Rd (Kings Park),-37.7341,144.7794,2,425,POINT (-37.734066 144.77942412),
BUS,14,10374,Kings Rd/Gillespie Rd (St Albans),-37.7343,144.7816,2,425,POINT (-37.73425104 144.78158484),
BUS,15,10375,Glenrosa Ct/Gillespie Rd (St Albans),-37.7346,144.7854,2,425,POINT (-37.73462004 144.78538716),
BUS,16,10376,Atheldene Dr/Gillespie Rd (St Albans),-37.7349,144.7889,2,425,POINT (-37.73492901 144.78891804),
BUS,17,10377,Andrew Rd/Jamieson St (St Albans),-37.7361,144.7888,2,425,POINT (-37.73611701 144.78882588),
BUS,18,10378,John St/Jamieson St (St Albans),-37.7389,144.7871,2,425,POINT (-37.73894103 144.78705108),
BUS,19,1038,Andrew St/Bastings St (Northcote),-37.7744,145.0032,1,567,POINT (-37.77442596 145.00324908),
BUS,20,10381,Parnell St/Bernard St (Cheltenham),-37.9534,145.0629,2,"812,821,811",POINT (-37.95339501 145.06285212),
BUS,21,10385,Regent Pde/Bernard St (Cheltenham),-37.9537,145.0648,2,"812,821,811",POINT (-37.95368004 145.06483608),
BUS,22,10386,Cheltenham Sec Col/Bernard St (Cheltenham),-37.954,145.0675,2,"811,812,821,631",POINT (-37.95402204 145.06754688),
BUS,23,10387,Willen St/Bernard St (Cheltenham),-37.9545,145.0716,2,"811,812,821,631",POINT (-37.954539 145.071585),
BUS,24,10388,Kingston Centre/Bernard St (Cheltenham),-37.9548,145.0759,2,"821,631",POINT (-37.954755 145.07592696),
BUS,25,10389,Warrigal Rd/Kingston Rd (Heatherton),-37.9534,145.078,2,"821,631",POINT (-37.95340104 145.07803404),
BUS,26,1039,Sharp St/Bastings St (Northcote),-37.7748,145.0065,1,567,POINT (-37.77483096 145.00645092),
BUS,27,10390,Kingston Centre/Kingston Rd (Heatherton),-37.9537,145.0805,2,"821,631",POINT (-37.953666 145.08047412),
BUS,28,10391,St Andrews Dr/Kingston Rd (Heatherton),-37.954,145.0828,2,"821,631",POINT (-37.95399297 145.08282096),
BUS,29,10392,Kingston Heath Golf Club/Kingston Rd (Heatherton),-37.9543,145.0863,2,"821,631",POINT (-37.95433902 145.08634104),
BUS,30,10393,Kingston Rd (Heatherton),-37.9548,145.0904,2,"821,631",POINT (-37.95482799 145.09040184),
BUS,31,10394,Pietro Rd/Kingston Rd (Heatherton),-37.9553,145.0945,2,"821,631",POINT (-37.95532704 145.09446408),
BUS,32,10395,Old Dandenong Rd/Kingston Rd (Heatherton),-37.956,145.0994,2,"821,631",POINT (-37.95597396 145.09937484),
BUS,33,10397,Peace Rd/Kingston Rd (Clarinda),-37.9569,145.1074,2,821,POINT (-37.95691401 145.10739816),
BUS,34,10398,Heatherton Christian College/Kingston Rd (Clarinda),-37.9574,145.1114,2,821,POINT (-37.95741198 145.11142584),
BUS,35,104,Eucalypt Ave/Williamsons Rd (Templestowe Lower),-37.771,145.1287,2,"902,293",POINT (-37.77097896 145.12869),
BUS,36,1040,Northcote St/Bastings St (Northcote),-37.775,145.008,1,567,POINT (-37.77499296 145.00802484),
BUS,37,10400,Victory Rd/Clayton Rd (Clayton South),-37.9532,145.1144,2,"821,705",POINT (-37.95324102 145.11435516),
BUS,38,10402,Unitt St/O'Neills Rd (Melton),-37.6819,144.5778,2,457,POINT (-37.68191901 144.57782484),
BUS,39,10403,Alexandra St/Unitt St (Melton),-37.6821,144.5797,2,457,POINT (-37.68214698 144.57968784),
BUS,40,10404,Joyce St/High St (Melton),-37.684,144.5725,2,"456,458,455",POINT (-37.68403599 144.57252888),
BUS,41,1041,Johnson Park/Bastings St (Northcote),-37.7753,145.0106,1,567,POINT (-37.77530697 145.010628),
BUS,42,10414,High St/Trethowan Ave (Melton West),-37.6848,144.5545,2,459,POINT (-37.68484401 144.55448496),
BUS,43,10415,Helen Ct/Trethowan Ave (Melton West),-37.6844,144.5511,2,459,POINT (-37.68439401 144.55106388),
BUS,44,10416,Bulmans Rd/Westlake Dr (Melton West),-37.683,144.5493,2,459,POINT (-37.68296004 144.549252),
BUS,45,1042,Russell St/Bastings St (Northcote),-37.7757,145.0137,1,567,POINT (-37.77565698 145.01372904),
BUS,46,10421,Warrigal Rd/Waverley Rd (Malvern East),-37.8805,145.0922,"1,2","767,623",POINT (-37.88051103 145.09222092),
BUS,47,10422,Margot St/Waverley Rd (Chadstone),-37.8809,145.0958,2,"767,623",POINT (-37.88093799 145.09581408),
BUS,48,10423,Amaroo St/Waverley Rd (Chadstone),-37.8813,145.0984,2,"767,623",POINT (-37.88126001 145.09843308),
BUS,49,10424,Baradine St/Waverley Rd (Chadstone),-37.8816,145.1014,2,"767,623",POINT (-37.88159598 145.10140308),
BUS,50,10426,Nyrang St/Huntingdale Rd (Chadstone),-37.8813,145.1092,2,767,POINT (-37.88133399 145.10917512),
BUS,51,10427,Melinga Cres/Huntingdale Rd (Chadstone),-37.8781,145.1098,2,767,POINT (-37.87814403 145.10977992),
BUS,52,10428,Burton St/Huntingdale Rd (Chadstone),-37.8763,145.1101,2,767,POINT (-37.876347 145.11009888),
BUS,53,10429,Jordanville Station/Huntingdale Rd (Ashwood),-37.8725,145.1108,2,767,POINT (-37.87251903 145.11077604),
BUS,54,1043,Grandview Gr/Bastings St (Northcote),-37.7758,145.015,1,567,POINT (-37.77579504 145.01495196),
BUS,55,10430,Electra Ave/Huntingdale Rd (Ashwood),-37.8706,145.1111,2,767,POINT (-37.870596 145.11113208),
BUS,56,10431,High Street Rd/Huntingdale Rd (Ashwood),-37.8675,145.1117,2,767,POINT (-37.86745104 145.11172392),
BUS,57,10432,Sylvan Cres/Huntingdale Rd (Ashwood),-37.8662,145.112,2,767,POINT (-37.86623001 145.11196008),
BUS,58,10433,Essex Heights Reserve/Huntingdale Rd (Ashwood),-37.8635,145.1125,2,767,POINT (-37.86353397 145.11246084),
BUS,59,10434,Eildon Rd/Huntingdale Rd (Ashwood),-37.8622,145.1127,2,767,POINT (-37.86220404 145.11272184),
BUS,60,10435,Arthur St/Huntingdale Rd (Ashwood),-37.8599,145.1131,2,767,POINT (-37.85988501 145.11309984),
BUS,61,10436,Leyland Rd/Huntingdale Rd (Ashwood),-37.8575,145.1136,2,767,POINT (-37.85745096 145.11359412),
BUS,62,10437,Peacock St/Highbury Rd (Burwood),-37.8556,145.1148,2,767,POINT (-37.85555097 145.11482388),
BUS,63,10438,Station St/Highbury Rd (Burwood),-37.856,145.1182,2,767,POINT (-37.85595804 145.11824604),
BUS,64,10439,Goold St/Station St (Burwood),-37.8545,145.1191,2,767,POINT (-37.85450301 145.11914712),
BUS,65,1044,Duncan St/Rathmines St (Fairfield),-37.7764,145.0163,1,567,POINT (-37.77640398 145.01632104),
BUS,66,10440,Talbett St/Station St (Burwood),-37.8531,145.1194,2,767,POINT (-37.85309298 145.11942216),
BUS,67,10441,Station St/Burwood Hwy (Burwood),-37.8507,145.1193,2,767,POINT (-37.85066604 145.11925584),
BUS,68,10442,Deakin University/Burwood Hwy (Burwood),-37.8502,145.1153,2,767,POINT (-37.85019696 145.11533508),
BUS,69,10443,Burwood Hwy/Elgar Rd (Burwood),-37.8487,145.1091,2,"767,768,281",POINT (-37.84870899 145.10907684),
BUS,70,10444,Daniel St/Elgar Rd (Burwood),-37.847,145.1094,2,"767,768,281",POINT (-37.84700196 145.10938212),
BUS,71,10445,Uganda St/Elgar Rd (Burwood),-37.8439,145.11,2,"281,767,768,201",POINT (-37.843893 145.10996208),
BUS,72,10446,Cadorna St/Elgar Rd (Burwood),-37.8418,145.1103,2,"767,768,281",POINT (-37.84181697 145.110321),
BUS,73,10447,Wattle Park/Elgar Rd (Burwood),-37.8377,145.1108,2,"767,768,281",POINT (-37.83768903 145.11082392),
BUS,74,1045,Wingrove St/Rathmines St (Fairfield),-37.7776,145.0161,1,567,POINT (-37.777644 145.01611692),
BUS,75,10451,Corrigan Rd/Henderson Rd (Keysborough),-37.9819,145.1645,2,824,POINT (-37.981917 145.164492),
BUS,76,10452,Walnut Cres/Henderson Rd (Keysborough),-37.9818,145.163,2,824,POINT (-37.98175797 145.16299296),
BUS,77,10453,Alderney Rd/Henderson Rd (Keysborough),-37.9815,145.1612,2,824,POINT (-37.98153198 145.16117712),
BUS,78,10454,Gwent St/Paterson Rd (Springvale South),-37.9796,145.1555,2,824,POINT (-37.97963199 145.15553196),
BUS,79,10455,Northgate Dr/Paterson Rd (Springvale South),-37.9792,145.1519,2,824,POINT (-37.97918703 145.15186608),
BUS,80,10456,Springvale Rd/Paterson Rd (Springvale South),-37.9787,145.148,2,824,POINT (-37.97870202 145.14795),
BUS,81,10457,Springvale Rd/Clarke Rd (Springvale South),-37.9774,145.1461,2,824,POINT (-37.97738298 145.14605892),
BUS,82,10458,Kingston Gardens Aged Care/Clarke Rd (Springvale South),-37.9757,145.1451,2,824,POINT (-37.97571798 145.14506496),
BUS,83,1046,Fairfield Station/Wingrove St (Fairfield),-37.7789,145.0179,1,567,POINT (-37.77886296 145.01788992),
BUS,460,10712,Armstrongs Rd/Railway Pde (Seaford),-38.0929,145.1285,2,780,POINT (-38.092941 145.12846788),
BUS,461,10713,Arthur St/Railway Pde (Seaford),-38.0916,145.1285,2,780,POINT (-38.09159802 145.12846788),
BUS,462,10714,Coolibar Ave/Railway Pde (Seaford),-38.0889,145.128,2,780,POINT (-38.08891296 145.12795488),
BUS,463,10715,Attunga Cres/Railway Pde (Seaford),-38.0851,145.1275,2,780,POINT (-38.08510299 145.12748184),
BUS,464,10716,Burrawong Ave/Railway Pde (Seaford),-38.083,145.1278,2,780,POINT (-38.08300698 145.12775184),
BUS,465,10717,Kalimna St/Eel Race Rd (Carrum),-38.0818,145.1262,2,780,POINT (-38.08176597 145.12620996),
BUS,466,1072,Progress Park/Chaleyer St (Reservoir),-37.7285,145.0296,"1,2",567,POINT (-37.72849401 145.02959316),
BUS,467,10720,Sugar Berry Rise/Scarlet Oak Ave (Harkness),-37.6591,144.5667,2,455,POINT (-37.65911697 144.56670984),
BUS,468,10721,Stewart St/Nicholson St (Brunswick East),-37.7656,144.9805,1,503,POINT (-37.765575 144.98047584),
BUS,469,10722,Glenmorgan St/Nicholson St (Brunswick East),-37.7636,144.9793,1,503,POINT (-37.76358996 144.97926984),
BUS,470,10723,Lyndhust Cres/Nicholson St (Brunswick East),-37.7626,144.978,1,503,POINT (-37.762614 144.978048),
BUS,471,10724,Lygon St/Albion St (Brunswick East),-37.7621,144.9732,1,503,POINT (-37.76206203 144.97322796),
BUS,472,10725,Barrow St/Albion St (Brunswick),-37.7616,144.9695,1,503,POINT (-37.76159196 144.96948288),
BUS,473,10726,Mountfield St/Albion St (Brunswick),-37.7615,144.9682,1,503,POINT (-37.76145201 144.96815916),
BUS,474,10727,De Carle St/Albion St (Brunswick),-37.7611,144.9649,1,503,POINT (-37.76107104 144.96487704),
